compound_drug_id,compound_compound_name,compound_iupac,compound_smiles,compound_molecular_weight,compound_molecular_formula,compound_pharmacology
DB03127,Benzamidine,[amino(phenyl)methylidene]azanium,NC(=[NH2+])C1=CC=CC=C1,121.076573298,C7H9N2,pending
DB03128,Acetylcholine,[2-(acetyloxy)ethyl]trimethylazanium,CC(=O)OCC[N+](C)(C)C,146.118103761,C7H16NO2,pending
DB03129,"Diamino-N-[3-(1,3,2-dioxaborolan-2-yloxy)propyl]methaniminium","(diaminomethylidene)[3-(1,3,2-dioxaborolan-2-yloxy)propyl]azanium",[H]N([H])C(N([H])[H])=[N+]([H])CCCOB1OCCO1,188.120646827,C6H15BN3O3,pending
DB03130,S-P-Nitrobenzyloxycarbonylglutathione,(2S)-2-amino-4-{[(1R)-1-[(carboxymethyl)carbamoyl]-2-({hydroxy[(4-nitrophenyl)methoxy]methyl}sulfany,[H]N([H])[C@@H](CCC(=O)N([H])[C@@H](CSC(O)OCC1=CC=C(C=C1)[N+]([O-])=O)C(=O)N([H])CC(O)=O)C(O)=O,488.121313698,C18H24N4O10S,pending
DB03132,3-(2-Benzothiazolylthio)-1-Propanesulfonic Acid,"3-(1,3-benzothiazol-2-ylsulfanyl)propane-1-sulfonic acid",OS(=O)(=O)CCCSC1=NC2=C(S1)C=CC=C2,288.990105293,C10H11NO3S3,pending
DB03133,"2-(Beta-D-Glucopyranosyl)-5-Methyl-1,2,3-Benzimidazole","(2R,3S,4R,5R,6S)-2-(hydroxymethyl)-6-(6-methyl-1H-1,3-benzodiazol-2-yl)oxane-3,4,5-triol",[H][C@]1(CO)O[C@@]([H])(C2=NC3=C(N2)C=C(C)C=C3)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,294.121571696,C14H18N2O5,pending
DB03134,2-Aminopimelic Acid,(2S)-2-aminoheptanedioic acid,N[C@@H](CCCCC(O)=O)C(O)=O,175.084457909,C7H13NO4,pending
DB03135,[2(Formyl-Hydroxy-Amino)-Ethyl]-Phosphonic Acid,[2-(N-hydroxyformamido)ethyl]phosphonic acid,ON(CCP(O)(O)=O)C=O,169.014008883,C3H8NO5P,pending
DB03136,4-Iodobenzo[B]Thiophene-2-Carboxamidine,[amino(4-iodo-1-benzothiophen-2-yl)methylidene]azanium,NC(=[NH2+])C1=CC2=C(S1)C=CC=C2I,302.945287376,C9H8IN2S,pending
DB03137,"8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9-Pent-9h-Purin-6-Ylamine","8-[(2,5-dimethoxyphenyl)methyl]-2-fluoro-9-(pent-4-yn-1-yl)-9H-purin-6-amine",COC1=CC(CC2=NC3=C(N)N=C(F)N=C3N2CCCC#C)=C(OC)C=C1,369.160103114,C19H20FN5O2,pending
DB03138,Perchlorate,perchlorate,[O-][Cl](=O)(=O)=O,98.948511195,ClO4,pending
DB03139,"6-[5-(2-Oxo-Hexahydro-Thieno[3,4-D]Imidazol-4-Yl)-Pentanoylamino]-Hexanoic Acid","6-{5-[(3aS,4S,6aR)-2-oxo-hexahydro-1H-thieno[3,4-d]imidazolidin-4-yl]pentanamido}hexanoic acid",[H][C@@]1(CCCCC(=O)NCCCCCC(O)=O)SC[C@]2([H])NC(=O)N[C@]12[H],357.172227057,C16H27N3O4S,pending
DB03140,4-Carboxyphenylboronic Acid,4-(dihydroxyboranyl)benzoic acid,OB(O)C1=CC=C(C=C1)C(O)=O,166.043739178,C7H7BO4,pending
DB03141,"3-{[(5R,6R)-5-Benzyl-6-hydroxy-2,4-bis(4-hydroxybenzyl)-3-oxo-1,2,4-triazepan-1-yl]sulfonyl}benzonit","3-{[(5R,6R)-5-benzyl-6-hydroxy-2,4-bis[(4-hydroxyphenyl)methyl]-3-oxo-1,2,4-triazepan-1-yl]sulfonyl}",O[C@@H]1CN(N(CC2=CC=C(O)C=C2)C(=O)N(CC2=CC=C(O)C=C2)[C@@H]1CC1=CC=CC=C1)S(=O)(=O)C1=CC(=CC=C1)C#N,598.188605402,C32H30N4O6S,pending
DB03142,Alpha-L-Arabinose,"(2R,3R,4R,5S)-5-(hydroxymethyl)oxolane-2,3,4-triol",OC[C@@H]1O[C@@H](O)[C@H](O)[C@H]1O,150.05282343,C5H10O5,pending
DB03143,Nonan-1-Ol,nonan-1-ol,CCCCCCCCCO,144.151415262,C9H20O,pending
DB03144,N(5)-[(hydroxyamino)(imino)methyl]-L-ornithine,(2S)-2-amino-5-(N'-hydroxycarbamimidamido)pentanoic acid,N[C@@H](CCCNC(=N)NO)C(O)=O,190.106590334,C6H14N4O3,pending
DB03145,4-Methyl-5-Hydroxyethylthiazole Phosphate,"[2-(4-methyl-1,3-thiazol-5-yl)ethoxy]phosphonic acid",CC1=C(CCOP(O)(O)=O)SC=N1,223.006815015,C6H10NO4PS,pending
DB03146,2-deazo-6-thiophosphate guanosine-5'-monophosphate,"9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-[(phosphonooxy)methyl]oxolan-2-yl]-6-(phosphonosulfanyl)-9H-purin-3",[H][C@]1(COP(O)(O)=O)O[C@@]([H])(N2C=NC3=C2[NH+]=CN=C3SP(O)(O)=O)[C@]([H])(O)[C@]1([H])O,444.998411434,C10H15N4O10P2S,pending
DB03147,Flavin adenine dinucleotide,"[({[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy",CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O,785.157134455,C27H33N9O15P2,pending
DB03148,Phosphomethylphosphonic Acid Adenosyl Ester,"[({[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}(hydroxy)phosphoryl)met",[H][C@]1(COP(O)(=O)CP(O)(O)=O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,425.050150191,C11H17N5O9P2,pending
DB03150,"2',3'-Dideoxythymidine-5'-Monophosphate","{[(2S,5R)-5-(5-methyl-2,4-dioxo-1,2,3,4-tetrahydropyrimidin-1-yl)oxolan-2-yl]methoxy}phosphonic acid",CC1=CN([C@H]2CC[C@@H](COP(O)(O)=O)O2)C(=O)NC1=O,306.061687356,C10H15N2O7P,pending
DB03151,mu4-sulfido-quadro-tetracopper,"1lambda4-thia-2,3,4,5-tetracupratetracyclo[2.1.0.0^{1,3}.0^{2,5}]pentane",[Cu]12[Cu]3[Cu]4[Cu]1S234,283.690475006,Cu4S,pending
DB03152,B-2-Octylglucoside,"(2R,3R,4S,5S,6R)-6-(hydroxymethyl)-3-(octyloxy)oxane-2,4,5-triol",[H][C@@]1(O)O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])OCCCCCCCC,292.188588628,C14H28O6,pending
DB03153,"3H-pyrazolo[4,3-d]pyrimidin-7-ol","3H-pyrazolo[4,3-d]pyrimidin-7-ol",OC1=NC=NC2=C1N=NC2,136.03851077,C5H4N4O,pending
DB03154,{[7-(Difluoro-Phosphono-Methyl)-Naphthalen-2-Yl]-Difluoro-Methyl}-Phosphonic Acid,({7-[difluoro(phosphono)methyl]naphthalen-2-yl}difluoromethyl)phosphonic acid,OP(O)(=O)C(F)(F)C1=CC2=CC(=CC=C2C=C1)C(F)(F)P(O)(O)=O,387.988873896,C12H10F4O6P2,pending
DB03155,2'-fluoro-2'-deoxyuridine 3'-monophosphate,"{[(2R,3R,4R,5R)-5-(2,4-dioxo-1,2,3,4-tetrahydropyrimidin-1-yl)-4-fluoro-2-(hydroxymethyl)oxolan-3-yl",[H]N1C(=O)C=CN([C@@H]2O[C@H](CO)[C@@H](OP(O)(O)=O)[C@@]2([H])F)C1=O,326.031530087,C9H12FN2O8P,pending
DB03156,beta-D-glucuronic acid,"(2S,3S,4S,5R,6R)-3,4,5,6-tetrahydroxyoxane-2-carboxylic acid",O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O,194.042652674,C6H10O7,pending
DB03157,"N,O-Didansyl-L-Tyrosine",(2S)-3-[4-({[5-(dimethylamino)naphthalen-1-yl]sulfonyl}oxy)phenyl]-2-[5-(dimethylamino)naphthalene-1,[H][C@@](CC1=CC=C(OS(=O)(=O)C2=CC=CC3=C2C=CC=C3N(C)C)C=C1)(NS(=O)(=O)C1=CC=CC2=C1C=CC=C2N(C)C)C(O)=O,647.175991805,C33H33N3O7S2,pending
DB03158,"D-Myo-Inositol-1,4-Bisphosphate","{[(1R,2R,3R,4R,5S,6R)-2,3,5,6-tetrahydroxy-4-(phosphonooxy)cyclohexyl]oxy}phosphonic acid",O[C@H]1[C@@H](O)[C@@H](OP(O)(O)=O)[C@H](O)[C@@H](O)[C@@H]1OP(O)(O)=O,339.996048936,C6H14O12P2,pending
DB03159,CRA_8696,2-{5-[amino(iminiumyl)methyl]-1H-indol-2-yl}-6-phenylbenzen-1-olate,NC(=[NH2+])C1=CC=C2NC(=CC2=C1)C1=CC=CC(=C1[O-])C1=CC=CC=C1,327.137162181,C21H17N3O,pending
DB03160,N-Pyridoxyl-7-Keto-8-Aminopelargonic Acid-5'-Monophosphate,(8S)-8-[({3-hydroxy-2-methyl-5-[(phosphonooxy)methyl]pyridin-4-yl}methyl)amino]-7-oxononanoic acid,[H][C@@](C)(NCC1=C(COP(O)(O)=O)C=NC(C)=C1O)C(=O)CCCCCC(O)=O,418.150502362,C17H27N2O8P,pending
DB03161,Thymidine-5'-diphospho-beta-D-xylose,"{[hydroxy({[(2R,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxy})phosphoryl]oxy}({[(2R,3S,5R)-3-hydroxy-5-(5",[H]N1C(=O)N(C=C(C)C1=O)[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)O[C@H]2OC[C@@H](O)[C@H](O)[C@H]2O)O1,534.065191132,C15H24N2O15P2,pending
DB03162,"4-oxo-4,5-dihydro-1,2,5-thiadiazole-3-carboxylic acid","4-hydroxy-1,2,5-thiadiazole-3-carboxylic acid",OC(=O)C1=NSN=C1O,145.97861263,C3H2N2O3S,pending
DB03163,2-oxopropyl-CoM,2-[(2-oxopropyl)sulfanyl]ethane-1-sulfonic acid,CC(=O)CSCCS(O)(=O)=O,198.002050188,C5H10O4S2,pending
DB03164,6-amino-1-methyl-7H-purin-1-ium,6-amino-1-methyl-7H-purin-1-ium,[H]N([H])C1=[N+](C)C=NC2=C1N([H])C=N2,150.077970281,C6H8N5,pending
DB03165,2-Dimethylamino-Ethyl-Diphosphate,({[2-(dimethylamino)ethoxy](hydroxy)phosphoryl}oxy)phosphonic acid,CN(C)CCO[P@](O)(=O)OP(O)(O)=O,249.016724799,C4H13NO7P2,pending
DB03166,Acetic acid,acetic acid,CC(O)=O,60.021129372,C2H4O2,pending
DB03167,Pentabromophenol,pentabromophenol,OC1=C(Br)C(Br)=C(Br)C(Br)=C1Br,483.594427889,C6HBr5O,pending
DB03168,Nicotinamide adenine dinucleotide cyclohexanone,"1-[(2R,3R,4S,5R)-5-{[({[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}(hy",[H]N([H])C(=O)C1=C(C=C[N+](=C1)[C@@H]1O[C@H](COP([O-])(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N,759.166636509,C27H35N7O15P2,pending
DB03169,(S)-Hmg-Coa,"(3S)-5-({2-[(3-{[(2R)-4-({[({[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-3-(phosphonatooxy)ox",[H][C@](O)(C([O-])=NCCC([O-])=NCCSC(=O)C[C@@](C)(O)CC([O-])=O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@]1([H],906.118341949,C27H39N7O20P3S,pending
DB03170,Dephospho Coenzyme A,"[({[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy",CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N)[C@@H](O)C(=O)NCCC(=O)NC,687.148877955,C21H35N7O13P2S,pending
DB03171,Indole-3-Propanol Phosphate,[3-(1H-indol-3-yl)propoxy]phosphonic acid,OP(O)(=O)OCCCC1=CNC2=C1C=CC=C2,255.066044453,C11H14NO4P,pending
DB03172,Tubercidin,"(2R,3R,4S,5R)-2-{4-amino-7H-pyrrolo[2,3-d]pyrimidin-7-yl}-5-(hydroxymethyl)oxolane-3,4-diol",NC1=NC=NC2=C1C=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,266.101504956,C11H14N4O4,pending
DB03173,CRA_10433,2-{5-[amino(iminiumyl)methyl]-1H-indol-2-yl}-6-(cyclopentyloxy)benzen-1-olate,NC(=[NH2+])C1=CC=C2NC(=CC2=C1)C1=CC=CC(OC2CCCC2)=C1[O-],335.163376931,C20H21N3O2,pending
DB03174,Phosphonoacetaldehyde,(2-oxoethyl)phosphonic acid,OP(O)(=O)CC=O,123.99254516,C2H5O4P,pending
DB03175,Propyl alcohol,propan-1-ol,CCCO,60.057514878,C3H8O,pending
DB03176,KB-141,"2-{3,5-dichloro-4-[4-hydroxy-3-(propan-2-yl)phenoxy]phenyl}acetic acid",CC(C)C1=CC(OC2=C(Cl)C=C(CC(O)=O)C=C2Cl)=CC=C1O,354.042564414,C17H16Cl2O4,pending
DB03177,5-methylbenzimidazole,"6-methyl-1H-1,3-benzodiazole",CC1=CC2=C(C=C1)N=CN2,132.068748266,C8H8N2,pending
DB03178,"Guanosine-2',3'-cyclophosphorothioate","9-[(2S,3aR,4R,6R,6aR)-2-hydroxy-6-(hydroxymethyl)-2-sulfanylidene-tetrahydro-2H-2lambda5-furo[3,4-d]",[H]N([H])C1=NC(=O)C2=C(N1[H])N(C=N2)[C@@H]1O[C@H](CO)[C@@]2([H])O[P@](O)(=S)O[C@@]12[H],361.024590343,C10H12N5O6PS,pending
DB03179,Sinapoyl coenzyme A,"{[(2R,3S,4S,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[hydroxy({hydroxy[(1R)-2-hydroxy-2-({2-[(2-{",COC1=CC(\C=C\C(=O)SCCNC(=O)CCNC(=O)C2(O)[C@H](OP(O)(=O)OP(O)(=O)OC[C@H]3O[C@H]([C@@H](O)[C@@H]3OP(O),971.157467109,C32H44N7O20P3S,pending
DB03180,"4,5-Dimethyl-1,2-Phenylenediamine","4,5-dimethylbenzene-1,2-diamine",CC1=CC(N)=C(N)C=C1C,136.100048394,C8H12N2,pending
DB03181,"2-[4-(4-Hydroxy-3-Isopropyl-Phenoxy)-3,5-Dimethyl-Phenyl]-2h-[1,2,4]Triazine-3,5-Dione","2-{4-[4-hydroxy-3-(propan-2-yl)phenoxy]-3,5-dimethylphenyl}-2,3,4,5-tetrahydro-1,2,4-triazine-3,5-di",CC(C)C1=CC(OC2=C(C)C=C(C=C2C)N2N=CC(=O)NC2=O)=CC=C1O,367.153206175,C20H21N3O4,pending
DB03182,alpha-Fluoro-carboxymethyldethia coenzyme A complex,"(2R)-4-{3-[(2R)-3-[({[({[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-3-(phosphonooxy)oxolan-2-",[H]N([H])C1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)OCC(C)(C)[C@@H](O)C(=O)N([H])CCC(=O)N([H])CC[C@@,811.139196536,C23H37FN7O18P3,pending
DB03183,"1-(4-Aminophenyl)-3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester","ethyl 1-(4-aminophenyl)-3,5-dimethyl-1H-pyrazole-4-carboxylate",CCOC(=O)C1=C(C)N(N=C1C)C1=CC=C(N)C=C1,259.132076803,C14H17N3O2,pending
DB03184,5-Amino-3-Methyl-Pyrrolidine-2-Carboxylic Acid,"(2R,3R,5R)-5-amino-3-methylpyrrolidine-2-carboxylic acid",[H][C@]1(N)C[C@@]([H])(C)[C@@]([H])(N1)C(O)=O,144.089877638,C6H12N2O2,pending
DB03185,"1-Beta-Ribofuranosyl-1,3-Diazepinone","1-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-2,3-dihydro-1H-1,3-diazepin-2-one",[H][C@]1(CO)O[C@@]([H])(N2C=CC=CNC2=O)[C@]([H])(O)[C@]1([H])O,242.090271568,C10H14N2O5,pending
DB03186,Adenylate-3'-phosphate-[[2'-deoxy-uridine-5'-phosphate]-3'-phosphate],"{[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-2-[({[({[(2R,3S,5R)-5-(2,4-dioxo-1,2,3,4-tetrahydropyrimid",[H]N([H])C1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)O[C@H]4C[C@@H](O[C@@H]4COP(O)(O)=O)N4C=CC(=O)N([,797.026132387,C19H27N7O20P4,pending
DB03187,6-(Hydroxyethyldithio)-8-(Aminomethylthio)Octanoic Acid,(6S)-8-[(aminomethyl)sulfanyl]-6-[(2-hydroxyethyl)disulfanyl]octanoic acid,[H][C@](CCCCC(O)=O)(CCSCN)SSCCO,313.084005677,C11H23NO3S3,pending
DB03189,Cu-Cyclam,"1,4,8,11-tetraazacyclotetradecane copper",[Cu].C1CNCCNCCCNCCNC1,263.129697867,C10H24CuN4,pending
DB03190,"N-Octanoyl-B-D-Fructofuranosyl-a-D-Glucopyranoside,Sucrose Monocaproylate","[(2R,3S,4S,5S)-3,4-dihydroxy-5-(hydroxymethyl)-5-{[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethy",[H][C@]1(COC(=O)CCCCCCC)O[C@@](CO)(O[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]2([H])O)[,468.220676616,C20H36O12,pending
DB03191,3-Oxiran-2ylalanine,(2S)-2-amino-3-[(2S)-oxiran-2-yl]propanoic acid,[H][C@](N)(C[C@@]1([H])CO1)C(O)=O,131.058243159,C5H9NO3,pending
DB03192,(R)-3-hydroxydecanoyl-CoA,"{[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[hydroxy({hydroxy[(3R)-3-hydroxy-3-({2-[(2-{",CCCCCCC[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@,937.245888185,C31H54N7O18P3S,pending
DB03193,Stearic acid,octadecanoic acid,CCCCCCCCCCCCCCCCCC(O)=O,284.271530396,C18H36O2,pending
DB03194,beta-L-methyl-fucose,"(2S,3S,4R,5S,6S)-2-methoxy-6-methyloxane-3,4,5-triol",[H][C@@]1(C)O[C@]([H])(OC)[C@@]([H])(O)[C@]([H])(O)[C@]1([H])O,178.084123558,C7H14O5,pending
DB03195,"Phosphoric Acid Mono-[3-Fluoro-5-(5-Methyl-2,4-Dioxo-3,4-Dihydro-2h-Pyrimidin-1-Yl)-Tetrahyro-Furan-","{[(2R,3S,5R)-3-fluoro-5-(5-methyl-2,4-dioxo-1,2,3,4-tetrahydropyrimidin-1-yl)oxolan-2-yl]methoxy}pho",[H][C@]1(F)C[C@@]([H])(O[C@]1([H])COP(O)(O)=O)N1C=C(C)C(=O)NC1=O,324.052265529,C10H14FN2O7P,pending
DB03196,4-Nitrophenyl-Ara,"(2S,3R,4R,5S)-2-(hydroxymethyl)-5-(4-nitrophenoxy)oxolane-3,4-diol",[H][C@@]1(CO)O[C@@]([H])(OC2=CC=C(C=C2)[N+]([O-])=O)[C@]([H])(O)[C@@]1([H])O,271.069201775,C11H13NO7,pending
DB03197,6-Hydroxymethylpterin,"2-amino-6-(hydroxymethyl)-3,4-dihydropteridin-4-one",NC1=NC2=NC=C(CO)N=C2C(=O)N1,193.059974493,C7H7N5O2,pending
DB03198,Thio-Maltohexaose,"(2S,3R,4R,5S,6R)-5-{[(2R,3R,4R,5S,6R)-5-{[(2S,3R,4R,5S,6R)-5-{[(2R,3R,4R,5S,6R)-5-{[(2S,3R,4R,5S,6R)",[H][C@]1(O)O[C@]([H])(CO)[C@@]([H])(S[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O[C@@]3([H])O[C@]([H])(CO)[,1038.25897347,C36H62O28S3,pending
DB03199,4-Methoxy-E-Rhodomycin T,"methyl (1R,2R,4S)-4-{[(2R,4S,5S,6S)-4-(dimethylamino)-5-hydroxy-6-methyloxan-2-yl]oxy}-2-ethyl-2,5,1",[H][C@@]1(C[C@]([H])(N(C)C)[C@]([H])(O)[C@]([H])(C)O1)O[C@@]1([H])C[C@](O)(CC)[C@]([H])(C(=O)OC)C2=C,599.236661031,C31H37NO11,pending
DB03200,7-Alpha-D-Ribofuranosyl-Purine-5'-Phosphate,"{[(2R,3S,4R,5S)-3,4-dihydroxy-5-(7H-purin-7-yl)oxolan-2-yl]methoxy}phosphonic acid",[H][C@]1(COP(O)(O)=O)O[C@]([H])(N2C=NC3=NC=NC=C23)[C@]([H])(O)[C@]1([H])O,332.052185302,C10H13N4O7P,pending
DB03201,D-Cysteine,(2S)-2-amino-3-sulfanylpropanoic acid,N[C@H](CS)C(O)=O,121.019749163,C3H7NO2S,pending
DB03202,"2-[5-Methanesulfonylamino-2-(4-Aminophenyl)-6-Oxo-1,6-Dihydro-1-Pyrimidinyl]-N-(3,3,3-Trifluoro-1-Is","2-[2-(4-aminophenyl)-5-methanesulfonamido-6-oxo-1,6-dihydropyrimidin-1-yl]-N-[(3S)-1,1,1-trifluoro-4",[H][C@](NC(=O)CN1C(=O)C(NS(C)(=O)=O)=CN=C1C1=CC=C(N)C=C1)(C(C)C)C(=O)C(F)(F)F,489.129374144,C19H22F3N5O5S,pending
DB03203,Sphingosine,"(2S,3R,4E)-2-aminooctadec-4-ene-1,3-diol",[H]\C(CCCCCCCCCCCCC)=C(\[H])[C@@]([H])(O)[C@@]([H])(N)CO,299.282429433,C18H37NO2,pending
DB03204,5-(Aminomethyl)-2-Methylpyrimidin-4-Amine,5-(aminomethyl)-2-methylpyrimidin-4-amine,CC1=NC=C(CN)C(N)=N1,138.09054634,C6H10N4,pending
DB03205,Pyrroloquinoline Quinone,"4,5-dioxo-1H,4H,5H-pyrrolo[2,3-f]quinoline-2,7,9-tricarboxylic acid",OC(=O)C1=CC2=C(N1)C1=C(N=C(C=C1C(O)=O)C(O)=O)C(=O)C2=O,330.012415178,C14H6N2O8,pending
DB03206,Duvoglustat,"(2R,3R,4R,5S)-2-(hydroxymethyl)piperidine-3,4,5-triol",OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O,163.084457909,C6H13NO4,pending
DB03207,"2-(Biphenyl-4-Sulfonyl)-1,2,3,4-Tetrahydro-Isoquinoline-3-Carboxylic Acid","(3R)-2-(4-phenylbenzenesulfonyl)-1,2,3,4-tetrahydroisoquinoline-3-carboxylic acid",[H][C@@]1(CC2=C(CN1S(=O)(=O)C1=CC=C(C=C1)C1=CC=CC=C1)C=CC=C2)C(O)=O,393.103478791,C22H19NO4S,pending
DB03208,"Beta-1,2,3,4,6-Penta-O-Galloyl-D-Glucopyranose","[(2S,3R,4S,5S,6S)-3,4,5,6-tetrakis(3,4,5-trihydroxybenzoyloxy)oxan-2-yl]methyl 3,4,5-trihydroxybenzo",[H][C@@]1(COC(=O)C2=CC(O)=C(O)C(O)=C2)O[C@@]([H])(OC(=O)C2=CC(O)=C(O)C(O)=C2)[C@@]([H])(OC(=O)C2=CC(,940.118181196,C41H32O26,pending
DB03209,Oteracil,"4,6-dioxo-1,4,5,6-tetrahydro-1,3,5-triazine-2-carboxylic acid",OC(=O)C1=NC(=O)NC(=O)N1,157.012355599,C4H3N3O4,pending
DB03210,4-Aminohydrocinnamic Acid,3-(4-aminophenyl)propanoic acid,NC1=CC=C(CCC(O)=O)C=C1,165.078978601,C9H11NO2,pending
DB03211,(3-Formyl-but-3-Enyl)-Phosphonic Acid,(3-methylidene-4-oxobutyl)phosphonic acid,OP(O)(=O)CCC(=C)C=O,164.023845288,C5H9O4P,pending
DB03212,4-Deoxyglucarate,"(2R,3S,5S)-2,3,5-trihydroxyhexanedioate",[H][C@](O)(C[C@]([H])(O)[C@@]([H])(O)C([O-])=O)C([O-])=O,192.02700261,C6H8O7,pending
DB03213,Bis(5-Amidino-2-Benzimidazolyl)Methane Ketone,"{azaniumyl[2-(6-carbamimidoyl-1H-1,3-benzodiazole-2-carbonyl)-1H-1,3-benzodiazol-5-yl]methylidene}az",NC(=N)C1=CC2=C(C=C1)N=C(N2)C(=O)C1=NC2=C(N1)C=CC(=C2)C([NH3+])=[NH2+],348.144707174,C17H16N8O,pending
DB03214,Vinylglycine,(2S)-2-aminobut-3-enoic acid,N[C@@H](C=C)C(O)=O,101.047678473,C4H7NO2,pending
DB03215,"(2s,5s)-5-Carboxymethylproline","(2S,5S)-5-(carboxymethyl)pyrrolidine-2-carboxylic acid",[H][C@@]1(CC(O)=O)CC[C@]([H])(N1)C(O)=O,173.068807845,C7H11NO4,pending
DB03216,"(1'R,2'S)-9-(2-Hydroxy-3'-Keto-Cyclopenten-1-yl)Adenine","(1S,2S,5R)-5-(6-amino-9H-purin-9-yl)cyclopent-3-ene-1,2-diol",NC1=NC=NC2=C1N=CN2[C@@H]1C=C[C@H](O)[C@H]1O,233.091274621,C10H11N5O2,pending
DB03217,DPI59,[(S)-hydroxy(naphthalen-1-yl)methyl]phosphonic acid,[H][C@@](O)(C1=CC=CC2=CC=CC=C12)P(O)(O)=O,238.039495352,C11H11O4P,pending
DB03218,N-acetyl-N'-beta-D-glucopyranosyl urea,"3-acetyl-1-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]urea",CC(=O)NC(=O)N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,264.095750876,C9H16N2O7,pending
DB03219,11-Deoxy-Beta-Rhodomycin,"(7R,8R,10S)-10-{[(2R,4S,5S,6S)-4-(dimethylamino)-5-{[(2S,4S,5R,6S)-4-hydroxy-6-methyl-5-{[(2R,6R)-6-",[H][C@]1(O)C[C@]([H])(O[C@]2([H])[C@]([H])(C)O[C@]([H])(C[C@]2([H])N(C)C)O[C@@]2([H])C[C@](O)(CC)[C@,769.330955345,C40H51NO14,pending
DB03220,FR233623,"1-[(3R,4S)-4-hydroxy-1-(naphthalen-1-yl)pentan-3-yl]-1H-imidazole-4-carboxamide",[H][C@@](C)(O)[C@@]([H])(CCC1=CC=CC2=C1C=CC=C2)N1C=NC(=C1)C(N)=O,323.163376931,C19H21N3O2,pending
DB03221,AL7099A,"(4S)-2-(3-methoxyphenyl)-4-(methylamino)-1,1-dioxo-2H,3H,4H-1lambda6-thieno[3,2-e][1,2]thiazine-6-su",CN[C@@H]1CN(C2=CC(OC)=CC=C2)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O,403.033032739,C14H17N3O5S3,pending
DB03222,dATP,"({[({[(2R,3S,5R)-5-(6-amino-9H-purin-9-yl)-3-hydroxyoxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy](hyd",NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O1,491.000830537,C10H16N5O12P3,pending
